Date,Open,High,Low,Close,Volume
2020-01-02,5825.278203533726,5899.236179232063,5812.226796057548,5820.927734375,49445000
2020-01-03,5873.132521685432,5916.63720703125,5851.3801790125235,5916.63720703125,47755500
2020-01-06,5847.030136414253,5873.132949523246,5820.927323305262,5860.08154296875,27300000
2020-01-07,5860.081659967892,5890.534942536397,5855.731191029535,5864.43212890625,45022500
2020-01-08,5803.525624532186,5868.782659290794,5803.525624532186,5812.2265625,53692500
2020-01-09,5864.43212890625,5877.483535721323,5855.731191029535,5864.43212890625,40363500
2020-01-10,5886.185102883945,5938.3907357254875,5838.329939445864,5851.38134765625,73362000
2020-01-13,5864.432733737954,5881.834611286138,5860.082264350908,5868.783203125,67855000
2020-01-14,5868.782228694733,5990.595351306632,5864.431760030022,5977.5439453125,93582000
2020-01-15,5977.543610980934,6142.861410993507,5916.637053081565,5947.09033203125,75623500
2020-01-16,5920.987871735288,5994.945839273495,5912.286934377851,5960.14208984375,88931500
2020-01-17,5951.44125,5994.9459375,5916.6375,5981.89453125,38249500
2020-01-20,6047.15110572307,6068.903447829988,5942.739863609866,5947.09033203125,93554500
2020-01-21,5990.595389995882,5999.296327381497,5938.389765682193,5942.740234375,103984500
2020-01-22,5964.493302194695,5999.297055963884,5947.091425310102,5951.44189453125,94311500
2020-01-23,5990.596117521587,5999.297055963884,5942.740956088953,5951.44189453125,87728000
2020-01-24,5934.039316320209,5986.244940803965,5925.33837890625,5925.33837890625,69653500
2020-01-27,5973.194240636993,6038.451278954221,5929.689548425507,5951.44189453125,39679000
2020-01-28,5947.090741928618,5955.791679371088,5877.483242388854,5907.9365234375,82615000
2020-01-29,5916.637832765291,5955.792053717414,5890.535018797209,5903.58642578125,43821000
2020-01-30,5955.791976611763,5955.791976611763,5855.731191029535,5864.43212890625,71990000
2020-01-31,5916.637520495756,5920.987989260826,5638.20751953125,5638.20751953125,163136500
2020-02-03,5638.207558957686,5729.567403663019,5542.4972454568615,5603.40380859375,149797000
2020-02-04,5716.515354225852,5760.020037286932,5673.010671164773,5742.6181640625,113316500
2020-02-05,5899.235644676356,5899.235644676356,5786.1234567990805,5855.73095703125,123002500
2020-02-06,5864.43212890625,5899.235880413112,5812.226501645957,5864.43212890625,154693500
2020-02-07,5838.329295141457,5899.235860068417,5833.978826218103,5881.833984375,82609000
2020-02-10,5881.834080807848,5903.58642578125,5768.7218869461585,5903.58642578125,66578500
2020-02-11,5903.586308752189,5903.586308752189,5868.782557484675,5899.23583984375,77526500
2020-02-12,5916.63720703125,5916.63720703125,5881.833458754596,5916.63720703125,69971500
2020-02-13,5934.039335764912,5934.039335764912,5864.431836225148,5907.9365234375,49737000
2020-02-14,5899.235942178144,5912.287349129865,5807.8760935160935,5812.2265625,147028500
2020-02-17,5812.2265218098955,5873.133087158203,5812.2265218098955,5847.0302734375,115319000
2020-02-18,5816.576894268695,5847.03017643764,5803.52548762486,5825.27783203125,98436500
2020-02-19,5799.175018743583,5881.8339274878645,5799.175018743583,5825.27783203125,74594000
2020-02-20,5820.926969561458,5825.277438148573,5712.165254883553,5738.26806640625,136724500
2020-02-21,5742.618028982426,5794.823647427721,5738.267560778651,5755.66943359375,98261000
2020-02-24,5712.164584455819,5742.6178609913795,5664.309435614224,5677.36083984375,84910000
2020-02-25,5699.114278001771,5707.815215830781,5664.310526685729,5681.71240234375,86446500
2020-02-26,5655.608465367017,5686.061741718993,5586.0009765625,5586.0009765625,92824500
2020-02-27,5629.507024573976,5633.8574936810655,5394.581692791136,5472.89013671875,129254500
2020-02-28,5394.581692791136,5472.89013671875,5251.016212257179,5472.89013671875,169946500
2020-03-02,5472.889101530376,5472.889101530376,5251.015219035901,5290.16943359375,144871500
2020-03-03,5394.580943433544,5525.0949985166135,5394.580943433544,5498.9921875,114663500
2020-03-04,5494.642088706449,5655.609434139655,5446.786931956036,5603.40380859375,83025000
2020-03-05,5690.412569201631,5690.412569201631,5516.393836198524,5599.052734375,77583000
2020-03-06,5525.09611265121,5525.09611265121,5394.58203125,5394.58203125,77835500
2020-03-09,5220.562337942956,5255.366086862576,5033.4921875,5033.4921875,140889500
2020-03-10,5081.347692510548,5229.263635614451,5081.347692510548,5155.3056640625,133667000
2020-03-11,5177.058706430288,5203.161523437499,5037.843682391826,5090.04931640625,93204500
2020-03-12,4872.524449190647,4907.328195256295,4750.711337960881,4837.720703125,129845500
2020-03-17,4781.165030479431,4789.865967750549,4454.8798828125,4454.8798828125,212200000
2020-03-18,4454.8805,4681.104900390625,4145.997184082031,4350.46923828125,180053500
2020-03-19,4346.117599388861,4346.117599388861,4045.935302734375,4045.935302734375,264419000
2020-03-20,4002.4309084609295,4685.454443926545,3763.155147629026,4119.8935546875,335132000
2020-03-23,4141.646323451609,4350.46882715505,3832.7630367235997,3854.515380859375,217843500
2020-03-24,3871.916946072048,4346.118010253906,3871.916946072048,3915.421630859375,253971000
2020-03-26,4045.935266668146,4694.1550029407845,4045.935266668146,4594.09423828125,331633000
2020-03-27,4663.702727994555,5129.202907001474,4659.3522590318735,4794.216796875,269683000
2020-03-30,4768.113633132393,4833.370662782927,4485.333171313409,4781.1650390625,159964500
2020-03-31,4924.730224830317,4968.234908795249,4772.463830953055,4807.267578125,182638500
2020-04-01,4837.720278997491,5003.03805831575,4720.25764632399,4768.11279296875,152831500
2020-04-02,4759.4126545170975,4759.4126545170975,4663.702345194085,4707.20703125,136623500
2020-04-03,4750.711758558917,4811.618319566082,4668.052854334906,4781.1650390625,110506000
2020-04-06,4802.916691641238,4994.337284424041,4781.164351552283,4989.98681640625,78184000
2020-04-07,4989.987874133096,5307.57210675011,4855.123336994363,4920.38037109375,149153500
2020-04-08,4920.379411428295,4924.729879519743,4768.113028227595,4902.9775390625,106111500
2020-04-09,4872.524784964254,4955.183687566327,4785.515413804178,4868.17431640625,89997000
2020-04-13,4820.319375,4885.57640625,4768.11375,4785.515625,58043000
2020-04-14,4789.865957279153,4863.823923921974,4737.660333766574,4798.56689453125,95796000
2020-04-15,4798.566186812756,4898.626950454364,4737.659635030908,4772.46337890625,95342000
2020-04-16,4772.463973416627,4802.9172531011445,4511.4358618350425,4559.291015625,176990500
2020-04-17,4611.496111751152,4737.659684619816,4594.094239631337,4720.2578125,160935500
2020-04-20,4724.609082304797,4785.515645060107,4637.599706940067,4659.35205078125,90744000
2020-04-21,4739.89922385992,4739.89922385992,4567.2978515625,4567.2978515625,73431000
2020-04-22,4567.29753553207,4633.68267412992,4465.506989682033,4554.0205078125,107263500
2020-04-23,4585.001682281494,4642.535487174988,4531.8935546875,4531.8935546875,105419500
2020-04-24,4531.892784552846,4549.595490742506,4354.86572265625,4354.86572265625,131149500
2020-04-27,4372.56829046434,4443.379112981981,4297.331791539346,4390.27099609375,151103500
2020-04-28,4390.271205357142,4403.548235212053,4253.075230189732,4275.20361328125,180488000
2020-04-29,4270.777381503705,4292.90576171875,4248.64900128866,4292.90576171875,121161000
2020-04-30,4319.460642831238,4646.960732554098,4319.460642831238,4576.14990234375,174081000
2020-05-04,4558.446297481142,4691.216577990302,4425.676016971983,4620.40576171875,114497500
2020-05-05,4620.406148370979,4726.622381666864,4602.703442821666,4677.93994140625,118643500
2020-05-06,4704.494002939718,4753.176443233543,4691.2169737686745,4739.8994140625,86395500
2020-05-08,4731.047700749225,4779.730137333175,4558.446334678861,4642.5341796875,123028000
2020-05-11,4642.5342543820825,4713.345072370751,4642.5342543820825,4686.791015625,40615500
2020-05-12,4726.621986126078,4726.621986126078,4452.230073073814,4620.40576171875,118660000
2020-05-13,4567.297777030332,4576.149129311399,4500.912634922333,4523.041015625,94973000
2020-05-14,4487.636019078697,4523.041431458016,4341.588693014006,4354.86572265625,131268000
2020-05-15,4354.865326214734,4421.250468382641,4142.4328712774295,4235.3720703125,205790000
2020-05-18,4248.649167103882,4288.480253045481,4204.39240494655,4217.66943359375,139997500
