Date,Open,High,Low,Close,Volume
2020-02-06,5864.431640625,5899.235389234051,5812.226017711424,5864.431640625,154693500
2020-02-07,5838.328810471755,5899.235370342548,5833.978341909556,5881.83349609375,82609000
2020-02-10,5881.834567289978,5903.5869140625,5768.722364072863,5903.5869140625,66578500
2020-02-11,5903.585820110849,5903.585820110849,5868.78207172405,5899.2353515625,77526500
2020-02-12,5916.6376953125,5916.6376953125,5881.833944163603,5916.6376953125,69971500
2020-02-13,5934.038845326307,5934.038845326307,5864.431351539488,5907.93603515625,49737000
2020-02-14,5899.235446587294,5912.286852442576,5807.875605600322,5812.22607421875,147028500
2020-02-17,5812.2265218098955,5873.133087158203,5812.2265218098955,5847.0302734375,115319000
2020-02-18,5816.577381820622,5847.030666542196,5803.525974082804,5825.2783203125,98436500
2020-02-19,5799.175504836865,5881.834420509708,5799.175504836865,5825.2783203125,74594000
2020-02-20,5820.926969561458,5825.277438148573,5712.165254883553,5738.26806640625,136724500
2020-02-21,5742.619003330498,5794.824630633503,5738.268534388581,5755.67041015625,98261000
2020-02-24,5712.165075730364,5742.618354885058,5664.309922772989,5677.361328125,84910000
2020-02-25,5699.114278001771,5707.815215830781,5664.310526685729,5681.71240234375,86446500
2020-02-26,5655.6094540985205,5686.062735774435,5586.001953125,5586.001953125,92824500
2020-02-27,5629.506020065332,5633.85648839614,5394.580730201709,5472.88916015625,129254500
2020-02-28,5394.580730201709,5472.88916015625,5251.015275285051,5472.88916015625,169946500
2020-03-02,5472.889606676604,5472.889606676604,5251.015703703228,5290.169921875,144871500
2020-03-03,5394.580943433544,5525.0949985166135,5394.580943433544,5498.9921875,114663500
2020-03-04,5494.642088706449,5655.609434139655,5446.786931956036,5603.40380859375,83025000
2020-03-05,5690.413561698718,5690.413561698718,5516.3947983440175,5599.0537109375,77583000
2020-03-06,5525.094612367691,5525.094612367691,5394.58056640625,5394.58056640625,77835500
2020-03-09,5220.5628443712185,5255.366596667027,5033.49267578125,5033.49267578125,140889500
2020-03-10,5081.347211234177,5229.263140328322,5081.347211234177,5155.30517578125,133667000
2020-03-11,5177.057216546475,5203.160026041666,5037.842232572115,5090.0478515625,93204500
2020-03-12,4872.524940984712,4907.328690563175,4750.711817460095,4837.72119140625,129845500
2020-03-13,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0
2020-03-16,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0
2020-03-17,4781.165030479431,4789.865967750549,4454.8798828125,4454.8798828125,212200000
2020-03-18,4454.8805,4681.104900390625,4145.997184082031,4350.46923828125,180053500
2020-03-19,4346.119172914567,4346.119172914567,4045.936767578125,4045.936767578125,264419000
2020-03-20,4002.4313828207496,4685.454999236899,3763.155593630379,4119.89404296875,335132000
2020-03-23,4141.646323451609,4350.46882715505,3832.7630367235997,3854.515380859375,217843500
2020-03-24,3871.9174289279517,4346.118552246094,3871.9174289279517,3915.422119140625,253971000
2020-03-26,4045.9356966885657,4694.155501856949,4045.9356966885657,4594.0947265625,331633000
2020-03-27,4663.7022530058985,5129.202384602569,4659.351784486304,4794.21630859375,269683000
2020-03-30,4768.113633132393,4833.370662782927,4485.333171313409,4781.1650390625,159964500
2020-03-31,4924.730725042421,4968.235413426188,4772.464315699237,4807.26806640625,182638500
2020-04-01,4837.720278997491,5003.03805831575,4720.25764632399,4768.11279296875,152831500
2020-04-02,4759.4126545170975,4759.4126545170975,4663.702345194085,4707.20703125,136623500
2020-04-03,4750.711758558917,4811.618319566082,4668.052854334906,4781.1650390625,110506000
2020-04-06,4802.917631593287,4994.338261837947,4781.165287247303,4989.98779296875,78184000
2020-04-07,4989.987874133096,5307.57210675011,4855.123336994363,4920.38037109375,149153500
2020-04-08,4920.379411428295,4924.729879519743,4768.113028227595,4902.9775390625,106111500
2020-04-09,4872.525273681859,4955.184184574676,4785.515893794683,4868.1748046875,89997000
2020-04-13,4820.318883167613,4885.575907759233,4768.113263494319,4785.51513671875,58043000
2020-04-14,4789.865957279153,4863.823923921974,4737.660333766574,4798.56689453125,95796000
2020-04-15,4798.567168716528,4898.627952833011,4737.660604471713,4772.46435546875,95342000
2020-04-16,4772.463973416627,4802.9172531011445,4511.4358618350425,4559.291015625,176990500
2020-04-17,4611.497542842742,4737.661154863911,4594.09566532258,4720.25927734375,160935500
2020-04-20,4724.608587184874,4785.515143557423,4637.599220938375,4659.3515625,90744000
2020-04-21,4739.89922385992,4739.89922385992,4567.2978515625,4567.2978515625,73431000
2020-04-22,4567.29753553207,4633.68267412992,4465.506989682033,4554.0205078125,107263500
2020-04-23,4585.000200271606,4642.533986568451,4531.89208984375,4531.89208984375,105419500
2020-04-24,4531.892784552846,4549.595490742506,4354.86572265625,4354.86572265625,131149500
2020-04-27,4372.56829046434,4443.379112981981,4297.331791539346,4390.27099609375,151103500
2020-04-28,4390.271205357142,4403.548235212053,4253.075230189732,4275.20361328125,180488000
2020-04-29,4270.778353032378,4292.90673828125,4248.649967783505,4292.90673828125,121161000
2020-04-30,4319.459721046905,4646.959740880379,4319.459721046905,4576.14892578125,174081000
2020-05-04,4558.446297481142,4691.216577990302,4425.676016971983,4620.40576171875,114497500
2020-05-05,4620.406148370979,4726.622381666864,4602.703442821666,4677.93994140625,118643500
2020-05-06,4704.494002939718,4753.176443233543,4691.2169737686745,4739.8994140625,86395500
2020-05-08,4731.048695930648,4779.731142755005,4558.447293553384,4642.53515625,123028000
2020-05-11,4642.534738052555,4713.345563418467,4642.534738052555,4686.79150390625,40615500
2020-05-12,4726.621986126078,4726.621986126078,4452.230073073814,4620.40576171875,118660000
2020-05-13,4567.297777030332,4576.149129311399,4500.912634922333,4523.041015625,94973000
2020-05-14,4487.636019078697,4523.041431458016,4341.588693014006,4354.86572265625,131268000
2020-05-15,4354.865828271943,4421.250978093162,4142.433348844044,4235.37255859375,205790000
2020-05-18,4248.649167103882,4288.480253045481,4204.39240494655,4217.66943359375,139997500
2020-05-19,4284.055255074786,4390.271501068376,4142.43359375,4142.43359375,128504500
2020-05-20,4177.838347652151,4248.649167103882,4151.284290357752,4217.66943359375,119158000
2020-05-26,4226.52117047991,4425.676618303572,4226.52117047991,4399.12255859375,176076500
2020-05-27,4399.121965083711,4425.676021210977,4297.331416595858,4394.6962890625,151753500
2020-05-28,4425.676585369452,4708.919886833098,4425.676585369452,4686.79150390625,229233000
2020-05-29,4686.790755960983,4686.790755960983,4593.8515625,4593.8515625,399414000
2020-06-02,4655.811665549207,4868.24413698111,4638.108959596549,4744.3251953125,181369500
2020-06-03,4788.5819704260375,5116.08203125,4779.730617430796,5116.08203125,279673500
2020-06-04,5116.081752954987,5301.960155744009,4956.757407707254,5124.93310546875,236158500
2020-06-05,5124.9337003616265,5182.467498379503,4943.480952766785,5067.39990234375,88157500
2020-06-08,5093.953243346134,5244.426232289459,5093.953243346134,5222.2978515625,173557500
2020-06-09,5257.703715479652,5306.3861572896485,5129.359096162387,5138.21044921875,100110000
2020-06-10,5133.78466796875,5191.3184616615035,4952.331934014682,5133.78466796875,115382500
2020-06-11,5089.527334293849,5142.63544560822,4961.182731950787,5027.56787109375,85187500
2020-06-12,5027.568149250441,5027.568149250441,4850.541101741623,5018.716796875,96044000
2020-06-15,5027.567485795455,5054.121539417613,4868.2431640625,4868.2431640625,100844500
2020-06-16,4939.055511474609,5129.359621683756,4939.055511474609,5098.3798828125,91518500
2020-06-17,5133.783957741478,5133.783957741478,5027.567737926137,5062.97314453125,79800000
2020-06-18,5062.973729856759,5080.676435205909,4943.48046875,4943.48046875,68032000
2020-06-19,4956.757777466368,5001.014543336603,4908.075335009109,4934.62939453125,110071000
2020-06-22,4952.331854093806,5009.8656468580775,4894.798061329535,4903.6494140625,51590500
2020-06-23,4930.203199719195,5009.865369912144,4885.94643850089,4974.4599609375,69954000
2020-06-24,5001.014336896089,5098.379217791411,4992.162984087424,5049.69677734375,57333000
2020-06-25,5045.27151849072,5085.102609426173,4992.16339724345,5067.39990234375,51415000
2020-06-26,5062.974015998671,5098.379428697963,4992.1631906000885,4996.5888671875,57467500
2020-06-29,4992.1623588931725,5040.84479324408,4943.479924542264,5023.14208984375,48796500
2020-06-30,5045.270891063982,5080.676300825834,5009.865481302129,5040.84521484375,74474000
2020-07-01,5045.271139210668,5133.78466796875,5023.142757021147,5133.78466796875,63959000
2020-07-02,5111.655807885036,5195.74365234375,5098.378779812607,5195.74365234375,75585500
2020-07-03,5195.74365234375,5226.72338451275,5169.189596198893,5195.74365234375,52219000
2020-07-06,5186.892686723358,5253.27783203125,5178.041334015638,5253.27783203125,67800000
2020-07-07,5257.703199994783,5306.385637031772,5222.2977912406095,5301.9599609375,74168000
2020-07-08,5301.9599822013615,5545.372168362525,5293.108629977319,5487.83837890625,106444500
2020-07-09,5496.69057297003,5523.244633709016,5337.366208536117,5399.32568359375,93543500
2020-07-10,5399.324856665827,5523.243787802419,5381.622152217742,5487.83837890625,67224000
2020-07-13,5514.392397836538,5523.243750000001,5434.730228365385,5465.7099609375,86006000
2020-07-14,5465.709998346145,5487.83837890625,5408.1762088898695,5487.83837890625,45616500
2020-07-15,5487.839287982723,5523.244702743902,5443.58251953125,5443.58251953125,61468000
2020-07-16,5443.58168518659,5487.838446854774,5434.730332852953,5470.1357421875,66520500
2020-07-17,5430.304861031326,5470.135948031557,5346.217010697508,5417.02783203125,73348000
2020-07-20,5417.028737021579,5452.43415360342,5363.920612148819,5434.7314453125,59794500
2020-07-21,5399.324856665827,5518.818111690399,5399.324856665827,5487.83837890625,84159500
2020-07-22,5496.689799188411,5532.095208522957,5425.878980519316,5470.1357421875,44725500
2020-07-23,5470.135674458165,5501.115407242314,5434.730265561996,5487.83837890625,84026500
2020-07-24,5487.839219390368,5487.839219390368,5399.32568359375,5399.32568359375,58366500
2020-07-27,5399.32568359375,5434.731097912398,5310.812147797131,5399.32568359375,41972500
2020-07-28,5417.028215314268,5487.839041658246,5363.920095556286,5474.56201171875,65279000
2020-07-29,5474.561941680037,5474.561941680037,5399.325439652099,5430.30517578125,50262500
2020-07-30,5430.304456270658,5523.24365234375,5359.493640214969,5523.24365234375,80533500
2020-08-03,5505.540580712174,5518.8176078360775,5155.912199782703,5425.87841796875,137079000
2020-08-04,5448.0070183549715,5505.540804901369,5425.87863891405,5496.689453125,79357000
2020-08-05,5487.838483959508,5505.541188746475,5399.324960024678,5492.26416015625,49393000
2020-08-06,5501.115690286167,5571.92651172187,5474.561632247778,5540.94677734375,55258500
2020-08-07,5545.372237023413,5563.074941690686,5452.433037520227,5470.1357421875,43621000
2020-08-10,5470.135948031557,5487.838653364992,5403.750803031174,5417.02783203125,37774500
2020-08-11,5434.730228365385,5487.838341346154,5425.878876201923,5465.7099609375,38795500
2020-08-12,5465.710279568316,5540.94677734375,5452.433250549121,5540.94677734375,35612000
2020-08-13,5540.946155753968,5576.3515625,5470.135342261905,5576.3515625,48581000
2020-08-14,5576.351818647541,5669.291015625,5523.243706088992,5669.291015625,57316000
2020-08-18,5669.2915373028445,5686.994243117998,5576.35233177329,5629.46044921875,81563500
2020-08-19,5629.460308056871,5673.717071484992,5585.203544628752,5602.90625,58793500
2020-08-24,5611.757286718132,5647.162695467142,5558.6491735946165,5589.62890625,66882500
2020-08-25,5594.055141643755,5647.163260077082,5580.778112035423,5633.88623046875,49211000
2020-08-26,5651.5893928214955,5656.015069714856,5580.778562527726,5611.75830078125,42983000
2020-08-27,5633.886267829665,5841.89306640625,5611.757885002367,5841.89306640625,68326000
2020-08-28,5806.488392513472,5841.893809540993,5686.995110045588,5748.95458984375,52292500
2020-08-31,5753.379567666832,5788.784980390936,5554.22412109375,5554.22412109375,97032000
2020-09-01,5558.649563842025,5771.08203125,5523.244152607363,5771.08203125,67446000
2020-09-02,5771.082204254079,5806.487616550116,5633.886231606934,5695.845703125,66065000
2020-09-03,5722.399173677885,5753.37890625,5576.3518629807695,5753.37890625,68208500
2020-09-04,5709.122061893858,5709.122061893858,5545.372049265894,5647.16259765625,80613500
2020-09-07,5607.331466832613,5629.4598467332935,5487.8382153689345,5563.07470703125,64249500
2020-09-08,5563.075266993883,5629.460413378059,5563.075266993883,5607.33203125,39649000
2020-09-09,5576.351870558947,5594.054574909928,5496.689700979534,5527.66943359375,49285000
2020-09-10,5505.541190431369,5505.541190431369,5142.6357421875,5142.6357421875,175735000
2020-09-11,5133.784431890347,5288.6831000939355,4974.460087452371,5226.7236328125,403032500
2020-09-14,5310.81159607438,5412.602151665806,5297.534567084194,5355.068359375,138115000
2020-09-15,5346.217426807808,5399.32554694166,5186.89306640625,5186.89306640625,170087000
2020-09-16,5186.892712296196,5195.744065047555,5085.102155655571,5089.52783203125,158565500
2020-09-17,5089.527936814455,5182.4671426171535,5014.291436878937,5093.95361328125,138796000
2020-09-18,5045.271486109569,5076.251223304979,4930.203890812333,4983.31201171875,316912000
2020-09-21,4992.162839401204,5076.250688646438,4952.331752916621,4961.18310546875,112443000
2020-09-22,4885.9462801032105,4925.7773639084,4806.284112492833,4823.98681640625,163442500
2020-09-23,4823.986996019244,4943.480251883941,4801.858615303559,4872.66943359375,100517000
2020-09-24,4806.284494447314,4899.223697378616,4770.879083806818,4819.5615234375,88618500
2020-09-25,4850.540824142156,4978.885426240809,4832.838120404412,4965.6083984375,100705000
2020-09-28,5001.013756870467,5040.844839889789,4868.243480139392,4881.5205078125,93522000
2020-09-29,4934.6288995976665,4987.73701331531,4832.838348305518,4872.66943359375,117778500
2020-09-30,4925.778219413053,4925.778219413053,4797.43359375,4797.43359375,107377000
2020-10-01,4854.96711289904,4930.20361328125,4850.54143640597,4930.20361328125,56893000
2020-10-02,4921.3518711682555,4925.7775473113925,4815.13564373297,4872.66943359375,66848000
2020-10-05,4881.521100914996,4921.352188773777,4832.8386601987095,4885.94677734375,58291000
2020-10-06,4983.311527720669,5058.548025030838,4956.7574698464905,5045.27099609375,141955500
2020-10-07,4956.7576428105995,5093.95361328125,4939.054936943418,5093.95361328125,89937500
2020-10-08,5124.933384245242,5133.784737240484,5054.122560283305,5116.08203125,77384500
2020-10-09,5089.528354132846,5111.65673828125,5062.974293154762,5111.65673828125,54250500
2020-10-12,5169.18928133006,5200.1690116120035,5160.337929820933,5182.46630859375,82918500
2020-10-13,5169.18928133006,5186.891984348314,5107.229820766172,5182.46630859375,48250500
2020-10-14,5169.189737817796,5222.2978515625,5142.635680945445,5222.2978515625,83117500
2020-10-15,5200.169991086863,5204.595667675022,5098.379429559205,5120.5078125,82067000
2020-10-16,5120.50826772054,5124.933944702148,5071.825820922852,5098.3798828125,89051500
2020-10-19,5089.527567200741,5222.2978515625,5054.122158037606,5222.2978515625,56871500
2020-10-20,5204.595597141473,5204.595597141473,5120.5077431060245,5138.21044921875,74995500
2020-10-21,5186.892855211938,5191.318531709559,5071.825266273789,5116.08203125,77944000
2020-10-22,5080.676550713901,5133.78466796875,5049.696815648572,5133.78466796875,96872500
2020-10-23,5169.189937175043,5169.189937175043,5089.527763485702,5107.23046875,66328000
2020-10-26,5067.399350245862,5164.764228591197,5067.399350245862,5147.0615234375,70452500
2020-10-27,5147.061486753158,5160.338515523802,5093.95337167058,5124.93310546875,89482000
2020-11-02,5098.379188144329,5155.912981066097,5062.97377711555,5151.4873046875,151006500
2020-11-03,5169.190013529287,5217.8724537251965,5164.764337147841,5213.44677734375,78152000
2020-11-04,5222.29812674506,5257.70353777384,5120.507570037317,5151.4873046875,78626000
2020-11-05,5222.298677273882,5470.136580602134,5222.298677273882,5443.58251953125,161090000
2020-11-06,5452.432638888889,5576.3515625,5363.91912202381,5576.3515625,137303500
2020-11-09,5576.3517349716585,5664.8652545743835,5501.115243309343,5563.07470703125,82739500
2020-11-10,5660.439775254991,5841.892496744791,5647.162746853298,5735.67626953125,191073500
2020-11-11,5788.78515625,5810.9135398748085,5735.677035550459,5788.78515625,131383500
2020-11-12,5673.7170067903035,5748.953503760222,5669.291330497956,5682.568359375,83082500
2020-11-13,5682.568217246186,5709.12227433612,5594.054693613067,5656.01416015625,82374500
2020-11-16,5740.1019456651475,5740.1019456651475,5651.588422987196,5735.67626953125,54905000
2020-11-17,5753.3784962428435,5810.912281205272,5744.527144710162,5797.63525390625,119784000
2020-11-18,5797.635674556459,5819.764054993698,5788.7843223815635,5815.33837890625,99789000
2020-11-19,5771.0820696334085,5877.298304043839,5766.656393199641,5855.169921875,147346500
2020-11-20,5877.298478929924,5886.149832060843,5797.6363007516575,5841.89306640625,68468500
2020-11-23,5841.89306640625,5850.744419537169,5797.6363007516575,5841.89306640625,75265500
2020-11-24,5841.89232970773,5841.89232970773,5793.209893626832,5810.91259765625,72349500
2020-11-25,5824.1897852476595,5828.615461376267,5647.162740103354,5673.716796875,170140500
2020-11-26,5620.608690049913,5744.527621799045,5576.3519287109375,5735.67626953125,64339000
2020-11-27,5735.6767203406425,5744.528073304131,5647.163190705756,5651.5888671875,87361500
2020-11-30,5651.588503238946,5664.86553182917,5430.3046934018685,5492.26416015625,393091500
2020-12-01,5505.540797253714,5695.844860181294,5505.540797253714,5660.439453125,114563500
2020-12-02,5717.974400436047,5740.102784338663,5611.758157703489,5709.123046875,93897500
2020-12-03,5753.379042303599,5775.507423235536,5686.993899507788,5717.9736328125,98210000
2020-12-04,5717.973626699432,5722.399302881088,5629.460103066314,5656.01416015625,64995500
2020-12-07,5753.379325632669,5824.190148101994,5735.676620015338,5771.08203125,96636000
2020-12-08,5771.081889806433,5771.081889806433,5686.99404018502,5744.52783203125,70561500
2020-12-10,5850.71031294558,5859.588477305133,5806.319491147814,5837.39306640625,151420500
2020-12-11,5859.58862576559,6019.39558828647,5855.149543473343,5979.44384765625,214160000
2020-12-14,6037.152360932918,6063.786856642916,6032.713278314585,6054.90869140625,179785500
2020-12-15,6063.78658513784,6125.9337390118735,5864.027876257018,6028.27392578125,164024500
2020-12-16,6090.420739658273,6170.32421875,6072.664410971223,6170.32421875,138674000
2020-12-17,6183.641818771967,6214.715395750721,6054.908428431417,6157.00732421875,91920000
2020-12-18,6157.008072078929,6157.008072078929,5997.201085348691,6037.15283203125,147238500
2020-12-21,6117.055117873811,6117.055117873811,6037.151640281845,6063.7861328125,93692500
2020-12-22,5983.883891590655,6054.909219680752,5957.249393556869,5961.6884765625,61790500
2020-12-23,6130.372385426347,6130.372385426347,5877.344705506505,5970.5654296875,76948000
2020-12-28,6028.274161279729,6054.908656837666,5912.858013862002,6019.39599609375,60234000
2020-12-29,6014.956289264597,6046.0298641906875,5983.882714338507,6006.078125,34212500
2020-12-30,6037.152072562777,6037.152072562777,5948.370424436854,6010.517578125,52675500
2021-01-04,6037.152495199342,6085.982405086984,5966.127171726409,6068.22607421875,47937000
2021-01-05,6090.421340576516,6294.619140625,6081.5431753570165,6294.619140625,104831000
2021-01-06,6259.105981287122,6281.301392568282,6108.177184575234,6165.88525390625,89753500
2021-01-07,6214.715177449749,6259.106000145818,6134.811696596823,6183.6416015625,71360000
2021-01-08,6245.789197556516,6285.740940824468,6192.520206532579,6259.1064453125,75033500
2021-01-11,6347.887989145464,6534.329454560926,6343.448906635573,6521.01220703125,169034500
2021-01-12,6521.012665988347,6552.086245744588,6356.7666015625,6356.7666015625,95235000
2021-01-13,6432.229982526115,6458.864475207382,6276.862108552054,6321.2529296875,76581500
2021-01-14,6259.106664413061,6294.619326338809,6210.276754265157,6232.47216796875,89319500
2021-01-15,6299.05847826148,6303.497561050952,6072.665255998382,6174.76416015625,89853500
2021-01-18,6174.763219940529,6325.692011801045,6077.103413442548,6321.2529296875,86343000
2021-01-19,6321.253518102537,6321.253518102537,6219.154619987117,6299.05810546875,73777000
2021-01-20,6361.205260843354,6476.621406539046,6276.862692834963,6299.05810546875,107216000
2021-01-21,6463.30414090106,6481.06047095848,6267.984510269434,6281.3017578125,66428000
2021-01-22,6281.302128161414,6356.766535354873,6281.302128161414,6285.7412109375,80829000
2021-01-25,6392.278784648188,6392.278784648188,6214.7154850746265,6245.7890625,76836500
2021-01-26,6174.763922101241,6214.715665666239,6054.90869140625,6054.90869140625,98658000
2021-01-27,6054.908420298692,6152.568233529317,5952.8095246484945,6028.27392578125,97920000
2021-01-28,6028.273302338089,6148.1285152711735,6028.273302338089,6125.93310546875,104627000
2021-01-29,6125.933960683247,6214.715612287352,6001.6396484375,6001.6396484375,132762500
2021-02-01,6001.639699986254,6143.690343772911,5855.149973581264,6054.90869140625,113129000
2021-02-02,6183.642569867303,6196.959818761489,6037.15283203125,6037.15283203125,86741000
2021-02-03,6214.715544871795,6214.715544871795,6059.34765625,6059.34765625,67291000
2021-02-04,6143.690004444748,6214.715322415208,6068.225604101135,6085.98193359375,80950500
2021-02-05,6099.298749745797,6170.324062697713,6085.981503567313,6139.25048828125,51602000
2021-02-08,6259.105584469834,6263.544666444635,6108.17679732659,6143.689453125,45604000
2021-02-09,6214.715803523461,6241.350299824275,6174.764059072238,6196.95947265625,75574000
2021-02-10,6259.105584469834,6259.105584469834,6125.933125225794,6143.689453125,44984500
2021-02-11,6201.398470146712,6201.398470146712,6072.665073128634,6108.177734375,36926000
2021-02-15,6063.787329819624,6117.05632539637,5966.127504595588,6037.15283203125,83922000
2021-02-16,6108.177785032421,6165.88586003636,6063.786958106312,6161.44677734375,47221000
2021-02-17,6117.054941547781,6179.202088994565,6081.542285863904,6125.93310546875,66011500
2021-02-18,6081.542740377923,6125.93356330039,5979.44384765625,5979.44384765625,91204000
2021-02-19,6019.395913461539,6081.543068910257,6001.639583333334,6059.34765625,70487500
2021-02-22,6125.9337390118735,6161.4463983684645,6028.27392578125,6028.27392578125,68913000
2021-02-23,6054.908573717949,6077.103986378205,6014.956830929487,6059.34765625,58360000
2021-02-24,6059.347071764638,6068.225235972352,5970.5654296875,5970.5654296875,71869000
2021-02-25,5983.883638317952,6010.518135224413,5930.6146445050335,5952.81005859375,78688000
2021-02-26,5952.809940707666,6046.030678034184,5899.540947949656,5957.2490234375,173631500
2021-03-01,6063.787399086231,6254.66796875,6037.152900993612,6254.66796875,205539000
2021-03-02,6321.253446854954,6356.766106668746,6214.715467413578,6228.03271484375,81446500
2021-03-03,6272.423402971541,6290.17973249163,6214.71533203125,6214.71533203125,84470000
2021-03-04,6130.373509361631,6214.716084798177,5966.12744140625,5966.12744140625,120802500
2021-03-05,5966.127504595588,6148.129906149472,5966.127504595588,6037.15283203125,111871500
2021-03-08,6170.325255621047,6170.325255621047,5966.12744140625,5966.12744140625,90883000
2021-03-09,5948.370892671272,5961.688140938446,5859.5892375567755,5864.0283203125,135582000
2021-03-10,5966.12730704698,5966.12730704698,5877.345650692114,5952.81005859375,50302000
2021-03-12,6103.737931910569,6108.177014042868,5961.687303677014,6006.078125,74328000
2021-03-15,6050.469847076027,6054.908929869186,5917.29736328125,5917.29736328125,57416000
2021-03-16,5957.249075029481,5957.249075029481,5877.345585200472,5881.78466796875,70755500
2021-03-17,5903.979455252458,5917.296702144005,5864.027714577818,5868.466796875,71474500
2021-03-18,5877.345650692114,5966.12730704698,5868.467485056627,5952.81005859375,70067500
2021-03-19,6010.51781359791,6010.51781359791,5881.784418771958,6001.6396484375,125853000
2021-03-22,5895.102034554381,5930.6146974131425,5868.46753741031,5877.345703125,67523500
2021-03-23,5966.126689832445,5966.126689832445,5819.636972001737,5828.51513671875,127762500
2021-03-24,5784.124321410374,5815.197897964383,5699.781756478066,5717.5380859375,152050000
2021-03-25,5682.024627158556,5717.537281078297,5619.877482799009,5655.39013671875,119101500
2021-03-26,5655.391031457034,5721.977268091144,5593.2438772651985,5695.3427734375,134467500
2021-03-29,5690.904010508795,5784.124747030391,5646.51318359375,5646.51318359375,113370500
2021-03-30,5655.3905272673965,5730.854922058248,5655.3905272673965,5677.5859375,83115500
2021-03-31,5673.14717731798,5677.5862596163515,5455.632144697807,5517.779296875,223390500
2021-04-01,5517.7795498399855,5566.609457360693,5464.510559817395,5526.65771484375,112286000
2021-04-05,5548.853808355758,5584.366472729234,5464.51123046875,5464.51123046875,73311500
2021-04-06,5446.75417712135,5477.827754333941,5397.924270072992,5473.388671875,80215000
2021-04-07,5464.5109421874995,5571.048929687499,5446.7546109375,5548.853515625,107908000
2021-04-08,5581.622478606358,5595.126403957825,5514.102851849022,5523.10546875,123697500
2021-04-09,5685.152157100554,5689.653465221774,5532.107680979083,5581.6220703125,116961000
2021-04-12,5667.147600618946,5667.147600618946,5455.586093685593,5460.08740234375,110411500
2021-04-13,5446.5833984375,5455.586015625,5383.565078125001,5401.5703125,119211500
2021-04-14,5496.097566028326,5676.14990234375,5455.585790357356,5676.14990234375,135519500
2021-04-15,5676.149607275702,5680.6509154495925,5563.616902928444,5653.64306640625,102686500
2021-04-16,5734.666950168078,5734.666950168078,5595.12638858628,5649.14208984375,79293500
2021-04-19,5649.1424219840255,5653.643730686802,5608.630643659041,5644.64111328125,47095000
2021-04-20,5581.622190131315,5626.635272309793,5568.118265477771,5613.13134765625,72721000
2021-04-21,5581.622440186537,5604.128982284064,5550.11328125,5550.11328125,68397000
2021-04-22,5581.622052242558,5649.141673842267,5563.616819815969,5595.1259765625,63758000
2021-04-23,5653.643574554969,5757.173671859718,5604.129180191828,5752.67236328125,108498500
2021-04-26,5757.173313817621,5761.67462211615,5653.643222951472,5658.14453125,108742000
2021-04-27,5734.667109588456,5793.184120910787,5721.163183898688,5766.17626953125,132650000
2021-04-28,5761.674742879747,5766.176051272621,5685.152500200875,5689.65380859375,87660000
2021-04-29,5815.6903291366025,5815.6903291366025,5725.664163050897,5770.67724609375,57355000
2021-04-30,5806.688046600556,5806.688046600556,5743.669726714968,5766.17626953125,65829500
2021-05-03,5833.695917693662,5833.695917693662,5712.160586075044,5752.67236328125,42065500
