Date,Open,High,Low,Close,Volume,lag_close_1,lag_close_2,lag_close_3,roll_mean_5,roll_std_5,roll_mean_10,roll_std_10,target
2020-01-16,5920.987871735288,5994.945839273495,5912.286934377851,5960.14208984375,88931500,5947.09033203125,5977.5439453125,5868.783203125,5901.84619140625,56.605776933317074,5878.35361328125,52.95720526781592,5981.89453125
2020-01-17,5951.44125,5994.9459375,5916.6375,5981.89453125,38249500,5960.14208984375,5947.09033203125,5977.5439453125,5920.98818359375,56.97230973518548,5892.275048828125,54.46074015227181,5947.09033203125
2020-01-20,6047.15110572307,6068.903447829988,5942.739863609866,5947.09033203125,93554500,5981.89453125,5960.14208984375,5947.09033203125,5947.0908203125,45.937755886325085,5898.80078125,61.197344715664556,5942.740234375
2020-01-21,5990.595389995882,5999.296327381497,5938.389765682193,5942.740234375,103984500,5947.09033203125,5981.89453125,5960.14208984375,5962.75224609375,16.451637202971163,5907.50166015625,61.26598056053363,5951.44189453125
2020-01-22,5964.493302194695,5999.297055963884,5947.091425310102,5951.44189453125,94311500,5942.740234375,5947.09033203125,5981.89453125,5955.79150390625,15.984774434457487,5915.332470703125,60.143568991260054,5951.44189453125
2020-01-23,5990.596117521587,5999.297055963884,5942.740956088953,5951.44189453125,87728000,5951.44189453125,5942.740234375,5947.09033203125,5956.66181640625,15.503818443858108,5929.25400390625,48.63721864147602,5925.33837890625
2020-01-24,5934.039316320209,5986.244940803965,5925.33837890625,5925.33837890625,69653500,5951.44189453125,5951.44189453125,5942.740234375,5954.92177734375,15.503791043214786,5937.95498046875,43.235233079654094,5951.44189453125
2020-01-27,5973.194240636993,6038.451278954221,5929.689548425507,5951.44189453125,39679000,5925.33837890625,5951.44189453125,5951.44189453125,5943.610546875,10.832802996980346,5945.35068359375,31.518581652680016,5907.9365234375
2020-01-28,5947.090741928618,5955.791679371088,5877.483242388854,5907.9365234375,82615000,5951.44189453125,5925.33837890625,5951.44189453125,5944.480859375,11.344958849932604,5953.616552734375,16.438662974230347,5903.58642578125
2020-01-29,5916.637832765291,5955.792053717414,5890.535018797209,5903.58642578125,43821000,5907.9365234375,5951.44189453125,5925.33837890625,5937.5201171875,20.03142169158657,5946.655810546875,19.612049602194418,5864.43212890625
2020-01-30,5955.791976611763,5955.791976611763,5855.731191029535,5864.43212890625,71990000,5903.58642578125,5907.9365234375,5951.44189453125,5927.9490234375,22.938405405203394,5942.305419921875,23.868194819928938,5638.20751953125
2020-01-31,5916.637520495756,5920.987989260826,5638.20751953125,5638.20751953125,163136500,5864.43212890625,5903.58642578125,5907.9365234375,5910.5470703125,31.91011910811662,5932.734423828125,33.262056315627376,5603.40380859375
2020-02-03,5638.207558957686,5729.567403663019,5542.4972454568615,5603.40380859375,149797000,5638.20751953125,5864.43212890625,5903.58642578125,5853.1208984375,124.03048499734754,5898.36572265625,95.72796207288594,5742.6181640625
2020-02-04,5716.515354225852,5760.020037286932,5673.010671164773,5742.6181640625,113316500,5603.40380859375,5638.20751953125,5864.43212890625,5783.51328125,149.9997913909095,5863.9970703125,131.3565906027744,5855.73095703125
2020-02-05,5899.235644676356,5899.235644676356,5786.1234567990805,5855.73095703125,123002500,5742.6181640625,5603.40380859375,5638.20751953125,5750.449609375,132.97084745660152,5843.98486328125,133.25766759107503,5864.43212890625
2020-02-06,5864.43212890625,5899.235880413112,5812.226501645957,5864.43212890625,154693500,5855.73095703125,5742.6181640625,5603.40380859375,5740.878515625,120.31233679544827,5834.41376953125,128.0162110150849,5881.833984375
2020-02-07,5838.329295141457,5899.235860068417,5833.978826218103,5881.833984375,82609000,5864.43212890625,5855.73095703125,5742.6181640625,5740.878515625,120.31233679544827,5825.71279296875,121.99353465157641,5903.58642578125
2020-02-10,5881.834080807848,5903.58642578125,5768.7218869461585,5903.58642578125,66578500,5881.833984375,5864.43212890625,5855.73095703125,5789.60380859375,117.63988842854533,5821.362353515625,118.77937998574507,5899.23583984375
2020-02-11,5903.586308752189,5903.586308752189,5868.782557484675,5899.23583984375,77526500,5903.58642578125,5881.833984375,5864.43212890625,5849.64033203125,62.56246815489127,5816.576806640625,113.81660026764358,5916.63720703125
2020-02-12,5916.63720703125,5916.63720703125,5881.833458754596,5916.63720703125,69971500,5899.23583984375,5903.58642578125,5881.833984375,5880.9638671875,20.954715290068815,5815.70673828125,113.07142000411922,5907.9365234375
2020-02-13,5934.039335764912,5934.039335764912,5864.431836225148,5907.9365234375,49737000,5916.63720703125,5899.23583984375,5903.58642578125,5893.1451171875,20.31239482676269,5817.01181640625,114.26742607371379,5812.2265625
2020-02-14,5899.235942178144,5912.287349129865,5807.8760935160935,5812.2265625,147028500,5907.9365234375,5916.63720703125,5899.23583984375,5901.84599609375,12.905396821682837,5821.362255859375,117.0672907302902,5847.0302734375
2020-02-17,5812.2265218098955,5873.133087158203,5812.2265218098955,5847.0302734375,115319000,5812.2265625,5907.9365234375,5916.63720703125,5887.92451171875,42.8028056823287,5838.76416015625,98.23571185477391,5825.27783203125
2020-02-18,5816.576894268695,5847.03017643764,5803.52548762486,5825.27783203125,98436500,5847.0302734375,5812.2265625,5907.9365234375,5876.61328125,45.04343513774619,5863.126806640625,53.323690645439896,5825.27783203125
2020-02-19,5799.175018743583,5881.8339274878645,5799.175018743583,5825.27783203125,74594000,5825.27783203125,5847.0302734375,5812.2265625,5861.8216796875,47.81536102885205,5871.3927734375,36.23640546397039,5738.26806640625
2020-02-20,5820.926969561458,5825.277438148573,5712.165254883553,5738.26806640625,136724500,5825.27783203125,5825.27783203125,5847.0302734375,5843.5498046875,38.1006518472767,5868.3474609375,38.881943501487285,5755.66943359375
2020-02-21,5742.618028982426,5794.823647427721,5738.267560778651,5755.66943359375,98261000,5738.26806640625,5825.27783203125,5825.27783203125,5809.61611328125,41.79640082174117,5855.7310546875,56.68610623828894,5677.36083984375
2020-02-24,5712.164584455819,5742.6178609913795,5664.309435614224,5677.36083984375,84910000,5755.66943359375,5738.26806640625,5825.27783203125,5798.3046875,48.092214870925325,5843.114599609375,63.8218418328037,5681.71240234375
2020-02-25,5699.114278001771,5707.815215830781,5664.310526685729,5681.71240234375,86446500,5677.36083984375,5755.66943359375,5738.26806640625,5764.37080078125,62.7437900244035,5820.492041015625,78.42810791276439,5586.0009765625
2020-02-26,5655.608465367017,5686.061741718993,5586.0009765625,5586.0009765625,92824500,5681.71240234375,5677.36083984375,5755.66943359375,5735.65771484375,60.7199938298714,5798.739697265625,84.12046300581672,5472.89013671875
2020-02-27,5629.507024573976,5633.8574936810655,5394.581692791136,5472.89013671875,129254500,5586.0009765625,5681.71240234375,5677.36083984375,5687.80234375,66.44990932739704,5765.67607421875,96.6736660997111,5472.89013671875
2020-02-28,5394.581692791136,5472.89013671875,5251.016212257179,5472.89013671875,169946500,5472.89013671875,5586.0009765625,5681.71240234375,5634.7267578125,108.6482170277747,5722.171435546875,120.4949115479601,5290.16943359375
2020-03-02,5472.889101530376,5472.889101530376,5251.015219035901,5290.16943359375,144871500,5472.89013671875,5472.89013671875,5586.0009765625,5578.1708984375,103.42736002498002,5688.23779296875,138.7193539526046,5498.9921875
2020-03-03,5394.580943433544,5525.0949985166135,5394.580943433544,5498.9921875,114663500,5290.16943359375,5472.89013671875,5472.89013671875,5500.7326171875,146.5534351935731,5632.551708984375,174.93538484448456,5603.40380859375
2020-03-04,5494.642088706449,5655.609434139655,5446.786931956036,5603.40380859375,83025000,5498.9921875,5290.16943359375,5472.89013671875,5464.18857421875,107.80033458428235,5599.92314453125,165.1497821601588,5599.052734375
